source	species	name
Birds	Strigidae (typical owls)	Rusty-barred owl
Birds	Strigidae (typical owls)	Chaco owl
Birds	Strigidae (typical owls)	Rufous-legged owl
Birds	Strigidae (typical owls)	Ural owl
Birds	Strigidae (typical owls)	Pere David's owl
Birds	Strigidae (typical owls)	Great grey owl
Birds	Strigidae (typical owls)	African wood owl
Birds	Strigidae (typical owls)	Mottled owl
Birds	Strigidae (typical owls)	Rufous-banded owl
Birds	Strigidae (typical owls)	Black-and-white owl
Birds	Strigidae (typical owls)	Black-banded owl
Birds	Strigidae (typical owls)	Maned owl
Birds	Strigidae (typical owls)	Crested owl
Birds	Strigidae (typical owls)	Spectacled owl
Birds	Strigidae (typical owls)	Tawny-browed owl
Birds	Strigidae (typical owls)	Band-bellied owl
Birds	Strigidae (typical owls)	Northern hawk-owl
Birds	Strigidae (typical owls)	Eurasian pygmy owl
Birds	Strigidae (typical owls)	Collared owlet
Birds	Strigidae (typical owls)	Pearl-spotted owlet
Birds	Strigidae (typical owls)	Northern pygmy owl
Birds	Strigidae (typical owls)	Mountain pygmy owl
Birds	Strigidae (typical owls)	Baja pygmy owl
Birds	Strigidae (typical owls)	Guatemalan pygmy owl
Birds	Strigidae (typical owls)	Costa Rican pygmy owl
Birds	Strigidae (typical owls)	Andean pygmy owl
Birds	Strigidae (typical owls)	Cloud-forest pygmy owl
Birds	Strigidae (typical owls)	Yungas pygmy owl
Birds	Strigidae (typical owls)	Colima pygmy owl
Birds	Strigidae (typical owls)	Tamaulipas pygmy owl
Birds	Strigidae (typical owls)	Pernambuco pygmy owl
Birds	Strigidae (typical owls)	Central American pygmy owl
Birds	Strigidae (typical owls)	Subtropical pygmy owl
Birds	Strigidae (typical owls)	Amazonian pygmy owl
Birds	Strigidae (typical owls)	East Brazilian pygmy owl
Birds	Strigidae (typical owls)	Ferruginous pygmy owl
Birds	Strigidae (typical owls)	Pacific pygmy owl
Birds	Strigidae (typical owls)	Austral pygmy owl
Birds	Strigidae (typical owls)	Cuban pygmy owl
Birds	Strigidae (typical owls)	Red-chested owlet
Birds	Strigidae (typical owls)	Sjostedt's barred owlet
Birds	Strigidae (typical owls)	Asian barred owlet
Birds	Strigidae (typical owls)	Javan owlet
Birds	Strigidae (typical owls)	Jungle owlet
Birds	Strigidae (typical owls)	Chestnut-backed owlet
Birds	Strigidae (typical owls)	African barred owlet
Birds	Strigidae (typical owls)	Albertine owlet
Birds	Strigidae (typical owls)	Long-whiskered owlet
Birds	Strigidae (typical owls)	Elf owl
Birds	Strigidae (typical owls)	Little owl
Birds	Strigidae (typical owls)	Spotted owlet
Birds	Strigidae (typical owls)	Burrowing owl
Birds	Strigidae (typical owls)	Forest owlet
Birds	Strigidae (typical owls)	Boreal owl
Birds	Strigidae (typical owls)	Northern saw-whet owl
Birds	Strigidae (typical owls)	Bermuda saw-whet owl
Birds	Strigidae (typical owls)	Unspotted saw-whet owl
Birds	Strigidae (typical owls)	Buff-fronted owl
Birds	Strigidae (typical owls)	Rufous owl
Birds	Strigidae (typical owls)	Togian boobook
Birds	Strigidae (typical owls)	Powerful owl
Birds	Strigidae (typical owls)	Barking owl
Birds	Strigidae (typical owls)	Sumba boobook
Birds	Strigidae (typical owls)	Southern boobook
Birds	Strigidae (typical owls)	Morepork
Birds	Strigidae (typical owls)	Brown hawk-owl
Birds	Strigidae (typical owls)	Northern boobook
Birds	Strigidae (typical owls)	Chocolate boobook
Birds	Strigidae (typical owls)	Hume's hawk-owl
Birds	Strigidae (typical owls)	Andaman hawk-owl
Birds	Strigidae (typical owls)	White-browed hawk-owl
Birds	Strigidae (typical owls)	Luzon hawk-owl
Birds	Strigidae (typical owls)	Mindanao hawk-owl
Birds	Strigidae (typical owls)	Mindoro hawk-owl
Birds	Strigidae (typical owls)	Romblon hawk-owl
Birds	Strigidae (typical owls)	Cebu hawk-owl
Birds	Strigidae (typical owls)	Camiguin hawk-owl
Birds	Strigidae (typical owls)	Sulu hawk-owl
Birds	Strigidae (typical owls)	Ochre-bellied boobook
Birds	Strigidae (typical owls)	Cinnabar boobook
Birds	Strigidae (typical owls)	Hantu boobook
Birds	Strigidae (typical owls)	Halmahera boobook
Birds	Strigidae (typical owls)	Christmas boobook
Birds	Strigidae (typical owls)	Papuan boobook
Birds	Strigidae (typical owls)	Manus boobook
Birds	Strigidae (typical owls)	Speckled boobook
Birds	Strigidae (typical owls)	New Ireland boobook
Birds	Strigidae (typical owls)	New Britain boobook
Birds	Strigidae (typical owls)	Solomons boobook
Birds	Strigidae (typical owls)	Little Sumba hawk-owl
Birds	Strigidae (typical owls)	Papuan hawk-owl
Birds	Strigidae (typical owls)	Laughing owl
Birds	Strigidae (typical owls)	Jamaican owl
Birds	Strigidae (typical owls)	Striped owl
Birds	Strigidae (typical owls)	Fearful owl
Birds	Strigidae (typical owls)	Stygian owl
Birds	Strigidae (typical owls)	Long-eared owl
Birds	Strigidae (typical owls)	Abyssinian owl
Birds	Strigidae (typical owls)	Madagascan owl
Birds	Strigidae (typical owls)	Short-eared owl
Birds	Strigidae (typical owls)	Marsh owl
Birds	Podargidae (frogmouths)	Marbled frogmouth
Birds	Podargidae (frogmouths)	Papuan frogmouth
Birds	Podargidae (frogmouths)	Tawny frogmouth
Birds	Podargidae (frogmouths)	Solomons frogmouth
Birds	Podargidae (frogmouths)	Large frogmouth
Birds	Podargidae (frogmouths)	Dulit frogmouth
Birds	Podargidae (frogmouths)	Philippine frogmouth
Birds	Podargidae (frogmouths)	Gould's frogmouth
Birds	Podargidae (frogmouths)	Sri Lanka frogmouth
Birds	Podargidae (frogmouths)	Hodgson's frogmouth
Birds	Podargidae (frogmouths)	Short-tailed frogmouth
Birds	Podargidae (frogmouths)	Bornean frogmouth
Birds	Podargidae (frogmouths)	Javan frogmouth
Birds	Podargidae (frogmouths)	Blyth's frogmouth
Birds	Podargidae (frogmouths)	Palawan frogmouth
Birds	Podargidae (frogmouths)	Sunda frogmouth
Birds	Steatornithidae (oilbird)	Oilbird
Birds	Nyctibiidae (potoos)	Great potoo
Birds	Nyctibiidae (potoos)	Long-tailed potoo
Birds	Nyctibiidae (potoos)	Northern potoo
Birds	Nyctibiidae (potoos)	Common potoo
Birds	Nyctibiidae (potoos)	Andean potoo
Birds	Nyctibiidae (potoos)	White-winged potoo
Birds	Nyctibiidae (potoos)	Rufous potoo
Birds	Caprimulgidae (nightjars)	Spotted nightjar
Birds	Caprimulgidae (nightjars)	White-throated nightjar
Birds	Caprimulgidae (nightjars)	Solomons nightjar
Birds	Caprimulgidae (nightjars)	New Caledonian nightjar
Birds	Caprimulgidae (nightjars)	Satanic nightjar
Birds	Caprimulgidae (nightjars)	Papuan nightjar
Birds	Caprimulgidae (nightjars)	Archbold's nightjar
Birds	Caprimulgidae (nightjars)	Malaysian eared nightjar
Birds	Caprimulgidae (nightjars)	Great eared nightjar
Birds	Caprimulgidae (nightjars)	Collared nightjar
Birds	Caprimulgidae (nightjars)	Nacunda nighthawk
Birds	Caprimulgidae (nightjars)	Least nighthawk
Birds	Caprimulgidae (nightjars)	Sand-colored nighthawk
Birds	Caprimulgidae (nightjars)	Lesser nighthawk
Birds	Caprimulgidae (nightjars)	Common nighthawk
Birds	Caprimulgidae (nightjars)	Antillean nighthawk
Birds	Caprimulgidae (nightjars)	Short-tailed nighthawk
Birds	Caprimulgidae (nightjars)	Rufous-bellied nighthawk
Birds	Caprimulgidae (nightjars)	Band-tailed nighthawk
Birds	Caprimulgidae (nightjars)	Plain-tailed nighthawk
Birds	Caprimulgidae (nightjars)	Blackish nightjar
Birds	Caprimulgidae (nightjars)	Pygmy nightjar
Birds	Caprimulgidae (nightjars)	Pauraque
Birds	Caprimulgidae (nightjars)	Anthony's nightjar
Birds	Caprimulgidae (nightjars)	Todd's nightjar
Birds	Caprimulgidae (nightjars)	Little nightjar
Birds	Caprimulgidae (nightjars)	Roraiman nightjar
Birds	Caprimulgidae (nightjars)	Cayenne nightjar
Birds	Caprimulgidae (nightjars)	Sickle-winged nightjar
Birds	Caprimulgidae (nightjars)	White-winged nightjar
Birds	Caprimulgidae (nightjars)	Band-winged nightjar
Birds	Caprimulgidae (nightjars)	Swallow-tailed nightjar
Birds	Caprimulgidae (nightjars)	Lyre-tailed nightjar
Birds	Caprimulgidae (nightjars)	White-tailed nightjar
Birds	Caprimulgidae (nightjars)	Spot-tailed nightjar
Birds	Caprimulgidae (nightjars)	Ladder-tailed nightjar
Birds	Caprimulgidae (nightjars)	Scissor-tailed nightjar
Birds	Caprimulgidae (nightjars)	Long-trained nightjar
Birds	Caprimulgidae (nightjars)	Least poorwill
Birds	Caprimulgidae (nightjars)	Jamaican poorwill
Birds	Caprimulgidae (nightjars)	Choco poorwill
Birds	Caprimulgidae (nightjars)	Eared poorwill
Birds	Caprimulgidae (nightjars)	Yucatan poorwill
Birds	Caprimulgidae (nightjars)	Ocellated poorwill
Birds	Caprimulgidae (nightjars)	Common poorwill
Birds	Caprimulgidae (nightjars)	Chuck-will's-widow
Birds	Caprimulgidae (nightjars)	Rufous nightjar
Birds	Caprimulgidae (nightjars)	Cuban nightjar
Birds	Caprimulgidae (nightjars)	Hispaniolan nightjar
Birds	Caprimulgidae (nightjars)	Tawny-collared nightjar
Birds	Caprimulgidae (nightjars)	Yucatan nightjar
Birds	Caprimulgidae (nightjars)	Silky-tailed nightjar
Birds	Caprimulgidae (nightjars)	Buff-collared nightjar
Birds	Caprimulgidae (nightjars)	Eastern whip-poor-will
Birds	Caprimulgidae (nightjars)	Mexican whip-poor-will
Birds	Caprimulgidae (nightjars)	Puerto Rican nightjar
Birds	Caprimulgidae (nightjars)	Dusky nightjar
Birds	Caprimulgidae (nightjars)	Brown nightjar
Birds	Caprimulgidae (nightjars)	Red-necked nightjar
Birds	Caprimulgidae (nightjars)	Jungle nightjar
Birds	Caprimulgidae (nightjars)	Grey nightjar
Birds	Caprimulgidae (nightjars)	Palau nightjar
Birds	Caprimulgidae (nightjars)	European nightjar
Birds	Caprimulgidae (nightjars)	Sombre nightjar
Birds	Caprimulgidae (nightjars)	Rufous-cheeked nightjar
Birds	Caprimulgidae (nightjars)	Egyptian nightjar
Birds	Caprimulgidae (nightjars)	Sykes's nightjar
Birds	Caprimulgidae (nightjars)	Vaurie's nightjar
Birds	Caprimulgidae (nightjars)	Nubian nightjar
Birds	Caprimulgidae (nightjars)	Golden nightjar
Birds	Caprimulgidae (nightjars)	Jerdon's nightjar
Birds	Caprimulgidae (nightjars)	Large-tailed nightjar
Birds	Caprimulgidae (nightjars)	Mees's nightjar
Birds	Caprimulgidae (nightjars)	Andaman nightjar
Birds	Caprimulgidae (nightjars)	Philippine nightjar
Birds	Caprimulgidae (nightjars)	Sulawesi nightjar
Birds	Caprimulgidae (nightjars)	Donaldson Smith's nightjar
Birds	Caprimulgidae (nightjars)	Black-shouldered nightjar
Birds	Caprimulgidae (nightjars)	Fiery-necked nightjar
Birds	Caprimulgidae (nightjars)	Montane nightjar
Birds	Caprimulgidae (nightjars)	Ruwenzori nightjar
Birds	Caprimulgidae (nightjars)	Indian nightjar
Birds	Caprimulgidae (nightjars)	Madagascan nightjar
Birds	Caprimulgidae (nightjars)	Swamp nightjar
Birds	Caprimulgidae (nightjars)	Nechisar nightjar
Birds	Caprimulgidae (nightjars)	Plain nightjar
Birds	Caprimulgidae (nightjars)	Star-spotted nightjar
Birds	Caprimulgidae (nightjars)	Savanna nightjar
Birds	Caprimulgidae (nightjars)	Freckled nightjar
Birds	Caprimulgidae (nightjars)	Bonaparte's nightjar
Birds	Caprimulgidae (nightjars)	Salvadori's nightjar
Birds	Caprimulgidae (nightjars)	Prigogine's nightjar
Birds	Caprimulgidae (nightjars)	Bates's nightjar
Birds	Caprimulgidae (nightjars)	Long-tailed nightjar
Birds	Caprimulgidae (nightjars)	Slender-tailed nightjar
Birds	Caprimulgidae (nightjars)	Square-tailed nightjar
Birds	Caprimulgidae (nightjars)	Standard-winged nightjar
Birds	Caprimulgidae (nightjars)	Pennant-winged nightjar
Birds	Aegothelidae (owlet-nightjars)	Feline owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	Starry owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	Moluccan owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	Wallace's owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	Archbold's owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	Mountain owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	New Caledonian owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	Barred owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	Vogelkop owlet-nightjar
Birds	Aegothelidae (owlet-nightjars)	Australian owlet-nightjar
Birds	Hemiprocnidae (treeswifts)	Crested treeswift
Birds	Hemiprocnidae (treeswifts)	Grey-rumped treeswift
Birds	Hemiprocnidae (treeswifts)	Whiskered treeswift
Birds	Hemiprocnidae (treeswifts)	Moustached treeswift
Birds	Apodidae (swifts)	Spot-fronted swift
Birds	Apodidae (swifts)	White-chinned swift
Birds	Apodidae (swifts)	White-fronted swift
Birds	Apodidae (swifts)	Sooty swift
Birds	Apodidae (swifts)	Rothschild's swift
Birds	Apodidae (swifts)	American black swift
Birds	Apodidae (swifts)	White-chested swift
Birds	Apodidae (swifts)	Great dusky swift
Birds	Apodidae (swifts)	Tepui swift
Birds	Apodidae (swifts)	Chestnut-collared swift
Birds	Apodidae (swifts)	White-collared swift
Birds	Apodidae (swifts)	Biscutate swift
Birds	Apodidae (swifts)	White-naped swift
Birds	Apodidae (swifts)	Giant swiftlet
Birds	Apodidae (swifts)	Glossy swiftlet
Birds	Apodidae (swifts)	Cave swiftlet
Birds	Apodidae (swifts)	Bornean swiftlet
Birds	Apodidae (swifts)	Pygmy swiftlet
Birds	Apodidae (swifts)	Seychelles swiftlet
Birds	Apodidae (swifts)	Mascarene swiftlet
Birds	Apodidae (swifts)	Indian swiftlet
Birds	Apodidae (swifts)	Philippine swiftlet
Birds	Apodidae (swifts)	Halmahera swiftlet
Birds	Apodidae (swifts)	Sulawesi swiftlet
Birds	Apodidae (swifts)	Seram swiftlet
Birds	Apodidae (swifts)	Mountain swiftlet
Birds	Apodidae (swifts)	White-rumped swiftlet
Birds	Apodidae (swifts)	Australian swiftlet
Birds	Apodidae (swifts)	Himalayan swiftlet
Birds	Apodidae (swifts)	Volcano swiftlet
Birds	Apodidae (swifts)	Whitehead's swiftlet
Birds	Apodidae (swifts)	Bare-legged swiftlet
Birds	Apodidae (swifts)	Mayr's swiftlet
Birds	Apodidae (swifts)	Mossy-nest swiftlet
Birds	Apodidae (swifts)	Uniform swiftlet
Birds	Apodidae (swifts)	Ameline swiftlet
Birds	Apodidae (swifts)	Palau swiftlet
Birds	Apodidae (swifts)	Mariana swiftlet
Birds	Apodidae (swifts)	Island swiftlet
Birds	Apodidae (swifts)	Tahiti swiftlet
Birds	Apodidae (swifts)	Atiu swiftlet
Birds	Apodidae (swifts)	Marquesan swiftlet
Birds	Apodidae (swifts)	Black-nest swiftlet
Birds	Apodidae (swifts)	Edible-nest swiftlet
Birds	Apodidae (swifts)	Germain's swiftlet
Birds	Apodidae (swifts)	Three-toed swiftlet
Birds	Apodidae (swifts)	Scarce swift
Birds	Apodidae (swifts)	Schouteden's swift
Birds	Apodidae (swifts)	Philippine spine-tailed swift
Birds	Apodidae (swifts)	Papuan spine-tailed swift
Birds	Apodidae (swifts)	Madagascan spinetail
Birds	Apodidae (swifts)	Sao Tome spinetail
Birds	Apodidae (swifts)	White-rumped spinetail
Birds	Apodidae (swifts)	Mottled spinetail
Birds	Apodidae (swifts)	Black spinetail
Birds	Apodidae (swifts)	Silver-rumped spinetail
Birds	Apodidae (swifts)	Sabine's spinetail
Birds	Apodidae (swifts)	Cassin's spinetail
Birds	Apodidae (swifts)	Bohm's spinetail
Birds	Apodidae (swifts)	White-throated needletail
Birds	Apodidae (swifts)	Silver-backed needletail
Birds	Apodidae (swifts)	Brown-backed needletail
Birds	Apodidae (swifts)	Purple needletail
Birds	Apodidae (swifts)	Lesser Antillean swift
Birds	Apodidae (swifts)	Band-rumped swift
Birds	Apodidae (swifts)	Costa Rican swift
Birds	Apodidae (swifts)	Pale-rumped swift
Birds	Apodidae (swifts)	Grey-rumped swift
Birds	Apodidae (swifts)	Vaux's swift
Birds	Apodidae (swifts)	Sick's swift
Birds	Apodidae (swifts)	Chimney swift
Birds	Apodidae (swifts)	Chapman's swift
Birds	Apodidae (swifts)	Mato Grosso swift
Birds	Apodidae (swifts)	Short-tailed swift
Birds	Apodidae (swifts)	White-throated swift
Birds	Apodidae (swifts)	White-tipped swift
Birds	Apodidae (swifts)	Andean swift
Birds	Apodidae (swifts)	Antillean palm swift
Birds	Apodidae (swifts)	Pygmy palm swift
Birds	Apodidae (swifts)	Neotropical palm swift
Birds	Apodidae (swifts)	Great swallow-tailed swift
Birds	Apodidae (swifts)	Lesser swallow-tailed swift
Birds	Apodidae (swifts)	African palm swift
Birds	Apodidae (swifts)	Asian palm swift
Birds	Apodidae (swifts)	Alpine swift
Birds	Apodidae (swifts)	Mottled swift
Birds	Apodidae (swifts)	Cape Verde swift
Birds	Apodidae (swifts)	Common swift
Birds	Apodidae (swifts)	Plain swift
Birds	Apodidae (swifts)	Nyanza swift
Birds	Apodidae (swifts)	Pallid swift
Birds	Apodidae (swifts)	African black swift
Birds	Apodidae (swifts)	Malagasy black swift
Birds	Apodidae (swifts)	Fernando Po swift
Birds	Apodidae (swifts)	Forbes-Watson's swift
Birds	Apodidae (swifts)	Bradfield's swift
Birds	Apodidae (swifts)	Pacific swift
Birds	Apodidae (swifts)	Salim Ali's swift
Birds	Apodidae (swifts)	Blyth's swift
Birds	Apodidae (swifts)	Cook's swift
Birds	Apodidae (swifts)	Dark-rumped swift
Birds	Apodidae (swifts)	Little swift
Birds	Apodidae (swifts)	House swift
Birds	Apodidae (swifts)	Horus swift
Birds	Apodidae (swifts)	White-rumped swift
Birds	Apodidae (swifts)	Bates's swift
Birds	Trochilidae (hummingbirds)	Saw-billed hermit
Birds	Trochilidae (hummingbirds)	White-tipped sicklebill
Birds	Trochilidae (hummingbirds)	Buff-tailed sicklebill
Birds	Trochilidae (hummingbirds)	Hook-billed hermit
Birds	Trochilidae (hummingbirds)	Rufous-breasted hermit
Birds	Trochilidae (hummingbirds)	Bronzy hermit
Birds	Trochilidae (hummingbirds)	Band-tailed barbthroat
Birds	Trochilidae (hummingbirds)	Sooty barbthroat
Birds	Trochilidae (hummingbirds)	Pale-tailed barbthroat
Birds	Trochilidae (hummingbirds)	Broad-tipped hermit
Birds	Trochilidae (hummingbirds)	White-whiskered hermit
Birds	Trochilidae (hummingbirds)	Green hermit
Birds	Trochilidae (hummingbirds)	White-bearded hermit
Birds	Trochilidae (hummingbirds)	Long-billed hermit
